date,text,rating,translated_text,jumlah_kata_awal,cleaned_text,tokenized_text,initial_token_count,stopword_removed_text,token_count,stemmed_text,ulasan_bersih,skor_lexicon,skor_lexicon_ke_rating,sentimen_multiclass
2020-09-05,"Already subscribed and pay for 1 year, really disappointed 

Can’t watch at Apple TV and Sony Bravia smart TV

I subscribed Apple TV, HBO, Netflix and Amazon but never have this issue

Really disappointed Disney, shame on You Bob Chapek",1,"Sudah berlangganan dan bayar 1 tahun, kecewa banget 

Tidak dapat menonton di Apple TV dan smart TV Sony Bravia

Saya berlangganan Apple TV, HBO, Netflix, dan Amazon tetapi tidak pernah mengalami masalah ini

Benar-benar mengecewakan Disney, memalukan You Bob Chapek",40,sudah berlangganan dan bayar tahun kecewa banget tidak dapat menonton di apple tv dan smart tv sony bravia saya berlangganan apple tv hbo netflix dan amazon tetapi tidak pernah mengalami masalah ini benarbenar mengecewakan disney memalukan you bob chapek,"['sudah', 'berlangganan', 'dan', 'bayar', 'tahun', 'kecewa', 'banget', 'tidak', 'dapat', 'menonton', 'di', 'apple', 'tv', 'dan', 'smart', 'tv', 'sony', 'bravia', 'saya', 'berlangganan', 'apple', 'tv', 'hbo', 'netflix', 'dan', 'amazon', 'tetapi', 'tidak', 'pernah', 'mengalami', 'masalah', 'ini', 'benarbenar', 'mengecewakan', 'disney', 'memalukan', 'you', 'bob', 'chapek']",39,"['berlangganan', 'bayar', 'kecewa', 'apple', 'tv', 'smart', 'tv', 'sony', 'bravia', 'berlangganan', 'apple', 'tv', 'hbo', 'netflix', 'amazon', 'mengalami', 'benarbenar', 'mengecewakan', 'memalukan', 'you', 'bob', 'chapek']",22,"['langgan', 'bayar', 'kecewa', 'apple', 'tv', 'smart', 'tv', 'sony', 'bravia', 'langgan', 'apple', 'tv', 'hbo', 'netflix', 'amazon', 'alami', 'benarbenar', 'kecewa', 'malu', 'you', 'bob', 'chapek']",langgan bayar kecewa apple tv smart tv sony bravia langgan apple tv hbo netflix amazon alami benarbenar kecewa malu you bob chapek,-6,1,Negatif
2020-10-14,Please fix this. It keeps buffering while the problem is definitely not on the internet.,5,Tolong perbaiki ini. Buffer terus padahal masalahnya pasti bukan di internet.,15,tolong perbaiki ini buffer terus padahal masalahnya pasti bukan di internet,"['tolong', 'perbaiki', 'ini', 'buffer', 'terus', 'padahal', 'masalahnya', 'pasti', 'bukan', 'di', 'internet']",11,"['perbaiki', 'buffer', 'internet']",3,"['baik', 'buffer', 'internet']",baik buffer internet,-1,3,Netral
2020-11-18,"Bisa gk Kalo mau pasang ads di YT gk usah pake film horor.. terganggu banget tauk kalo nonton YT tengah malam tiba2 muncul ads film SETAN. 
AUTO UNINSTALL !!",1,"Bisa gk Kalo mau pasang ads di YT gk usah pake film horor.. terganggu banget tauk kalo nonton YT tengah malam tiba2 muncul ads film SETAN. 
AUTO UNINSTALL !!",29,bisa gk kalo mau pasang ads di yt gk usah pake film horor terganggu banget tauk kalo nonton yt tengah malam tiba muncul ads film setan auto uninstall,"['bisa', 'gk', 'kalo', 'mau', 'pasang', 'ads', 'di', 'yt', 'gk', 'usah', 'pake', 'film', 'horor', 'terganggu', 'banget', 'tauk', 'kalo', 'nonton', 'yt', 'tengah', 'malam', 'tiba', 'muncul', 'ads', 'film', 'setan', 'auto', 'uninstall']",28,"['gk', 'kalo', 'pasang', 'ads', 'yt', 'gk', 'pake', 'film', 'horor', 'terganggu', 'tauk', 'kalo', 'nonton', 'yt', 'malam', 'muncul', 'ads', 'film', 'setan', 'auto', 'uninstall']",21,"['gk', 'kalo', 'pasang', 'ads', 'yt', 'gk', 'pake', 'film', 'horor', 'ganggu', 'tauk', 'kalo', 'nonton', 'yt', 'malam', 'muncul', 'ads', 'film', 'setan', 'auto', 'uninstall']",gk kalo pasang ads yt gk pake film horor ganggu tauk kalo nonton yt malam muncul ads film setan auto uninstall,-16,1,Negatif
2022-10-21,Jlk jalal am,1,Jlk jalal am,3,jlk jalal am,"['jlk', 'jalal', 'am']",3,"['jlk', 'jalal', 'am']",3,"['jlk', 'jalal', 'am']",jlk jalal am,0,3,Netral
2022-11-27,Collection of movie number too view than netflix disney requested to add movie number to improve and to take interest costumers to subscribe disney otherwise costumers will left.,2,"Kumpulan nomor film juga ditonton daripada Netflix disney yang diminta untuk menambahkan nomor film untuk meningkatkan dan menarik minat pelanggan untuk berlangganan disney jika tidak, pelanggan akan pergi.",28,kumpulan nomor film juga ditonton daripada netflix disney yang diminta untuk menambahkan nomor film untuk meningkatkan dan menarik minat pelanggan untuk berlangganan disney jika tidak pelanggan akan pergi,"['kumpulan', 'nomor', 'film', 'juga', 'ditonton', 'daripada', 'netflix', 'disney', 'yang', 'diminta', 'untuk', 'menambahkan', 'nomor', 'film', 'untuk', 'meningkatkan', 'dan', 'menarik', 'minat', 'pelanggan', 'untuk', 'berlangganan', 'disney', 'jika', 'tidak', 'pelanggan', 'akan', 'pergi']",28,"['kumpulan', 'nomor', 'film', 'ditonton', 'netflix', 'nomor', 'film', 'meningkatkan', 'menarik', 'minat', 'pelanggan', 'berlangganan', 'pelanggan', 'pergi']",14,"['kumpul', 'nomor', 'film', 'tonton', 'netflix', 'nomor', 'film', 'tingkat', 'tarik', 'minat', 'langgan', 'langgan', 'langgan', 'pergi']",kumpul nomor film tonton netflix nomor film tingkat tarik minat langgan langgan langgan pergi,6,5,Positif
2020-12-05,"Moreee affordable than Netflix, and have good liblary of films. But please make iOS swipe gesture  nav bar disappear when viewing video full screen",3,"Lebih terjangkau daripada Netflix, dan memiliki perpustakaan film yang bagus. Tapi tolong hilangkan bilah navigasi gerakan gesek iOS saat melihat video dalam layar penuh",24,lebih terjangkau daripada netflix dan memiliki perpustakaan film yang bagus tapi tolong hilangkan bilah navigasi gerakan gesek ios saat melihat video dalam layar penuh,"['lebih', 'terjangkau', 'daripada', 'netflix', 'dan', 'memiliki', 'perpustakaan', 'film', 'yang', 'bagus', 'tapi', 'tolong', 'hilangkan', 'bilah', 'navigasi', 'gerakan', 'gesek', 'ios', 'saat', 'melihat', 'video', 'dalam', 'layar', 'penuh']",24,"['terjangkau', 'netflix', 'memiliki', 'perpustakaan', 'film', 'hilangkan', 'bilah', 'navigasi', 'gerakan', 'gesek', 'ios', 'video', 'layar', 'penuh']",14,"['jangkau', 'netflix', 'milik', 'pustaka', 'film', 'hilang', 'bilah', 'navigasi', 'gera', 'gesek', 'ios', 'video', 'layar', 'penuh']",jangkau netflix milik pustaka film hilang bilah navigasi gera gesek ios video layar penuh,-2,2,Negatif
2020-09-19,AppleTV app please,3,Tolong aplikasi AppleTV,3,tolong aplikasi appletv,"['tolong', 'aplikasi', 'appletv']",3,['appletv'],1,['appletv'],appletv,0,3,Netral
2020-12-17,"hdeh cape bgt sebenernya td udah nulis panjang lebar bgt tapi keapus karena kepencet cancel jadi harus nulis ulang 🙃🙃

1. NEEDS MORE IMPROVEMENT
gatau ini terjadi ke gue aja apa gmn, but this is really irritating. setiap kali gue mau nonton tv shows thumbnail/isi konten (episodenya) itu berceceran. so like contoh nih, mau nonton episode 3, tapi thumbnailnya itu dari episode 7, jadinya ga sesuai gituloh.
kalo ga gitu pasti episodenya yg berceceran, contoh : gue mau nonton episode 4. thumbnailnya bener, tapi isi kontennya (episodenya) itu dari episode 6. and it’s really irritating sometimes karna kalo mau nonton ulang episodenya jadi bingung yg mana soalnya judul sama isi kontennya beda n berhamburan.

2. NEED MORE SEASONS AND EPISODES.
banyak tv show yg seasonnya belom lengkap. contohnya acara tv K.C UNDERCOVER, GIRL MEETS WORLD, JESSIE, dan A LOTTTTTTT more. k.c undercover originally had 3 seasons, tp di disney+ hotstar baru ada 1 season. so does jessie, gmw and other series. i know mungkin ini karna disney+ hotstar masih agak baru but i hope u guys can make it faster! 🤞💗

3. NEED A BETTER TRANSLATION / TRANSLATOR.
tbh i think this is also VERYY irritating. banyak kata2 yg salah di terjemahin. dan takutnya malah orang2 yg kurang ngerti bahasa inggris malah bingung soalnya yg diterjemahin sama yg diomongin n alur ceritanya jAuh buAngEttt. and that’s not really cool:/ once ada episode di tv show “JESSIE” dari s1 yg bener2 ngaco translationnya, and of course this does not apply to every words but still is a bit of a problem.

well after all i still love disney+ hotstar, but i think it just need some improvements and more episodes! but i think it’s fine since ini juga belom lama banget dirilis apknya. so yeahh i think that’s all for today! much love and goodluck! 💗💗",3,"hdeh cape bgt sebenernya td udah nulis panjang lebar bgt tapi keapus karena kepencet cancel jadi harus nulis ulang 🙃🙃

1. NEEDS MORE IMPROVEMENT
gatau ini terjadi ke gue aja apa gmn, but this is really irritating. setiap kali gue mau nonton tv shows thumbnail/isi konten (episodenya) itu berceceran. so like contoh nih, mau nonton episode 3, tapi thumbnailnya itu dari episode 7, jadinya ga sesuai gituloh.
kalo ga gitu pasti episodenya yg berceceran, contoh : gue mau nonton episode 4. thumbnailnya bener, tapi isi kontennya (episodenya) itu dari episode 6. and it’s really irritating sometimes karna kalo mau nonton ulang episodenya jadi bingung yg mana soalnya judul sama isi kontennya beda n berhamburan.

2. NEED MORE SEASONS AND EPISODES.
banyak tv show yg seasonnya belom lengkap. contohnya acara tv K.C UNDERCOVER, GIRL MEETS WORLD, JESSIE, dan A LOTTTTTTT more. k.c undercover originally had 3 seasons, tp di disney+ hotstar baru ada 1 season. so does jessie, gmw and other series. i know mungkin ini karna disney+ hotstar masih agak baru but i hope u guys can make it faster! 🤞💗

3. NEED A BETTER TRANSLATION / TRANSLATOR.
tbh i think this is also VERYY irritating. banyak kata2 yg salah di terjemahin. dan takutnya malah orang2 yg kurang ngerti bahasa inggris malah bingung soalnya yg diterjemahin sama yg diomongin n alur ceritanya jAuh buAngEttt. and that’s not really cool:/ once ada episode di tv show “JESSIE” dari s1 yg bener2 ngaco translationnya, and of course this does not apply to every words but still is a bit of a problem.

well after all i still love disney+ hotstar, but i think it just need some improvements and more episodes! but i think it’s fine since ini juga belom lama banget dirilis apknya. so yeahh i think that’s all for today! much love and goodluck! 💗💗",305,hdeh cape bgt sebenernya td udah nulis panjang lebar bgt tapi keapus karena kepencet cancel jadi harus nulis ulang 🙃🙃 needs more improvement gatau ini terjadi ke gue aja apa gmn but this is really irritating setiap kali gue mau nonton tv shows thumbnailisi konten episodenya itu berceceran so like contoh nih mau nonton episode tapi thumbnailnya itu dari episode jadinya ga sesuai gituloh kalo ga gitu pasti episodenya yg berceceran contoh gue mau nonton episode thumbnailnya bener tapi isi kontennya episodenya itu dari episode and it’s really irritating sometimes karna kalo mau nonton ulang episodenya jadi bingung yg mana soalnya judul sama isi kontennya beda n berhamburan need more seasons and episodes banyak tv show yg seasonnya belom lengkap contohnya acara tv kc undercover girl meets world jessie dan a lottttttt more kc undercover originally had seasons tp di disney hotstar baru ada season so does jessie gmw and other series i know mungkin ini karna disney hotstar masih agak baru but i hope u guys can make it faster 🤞💗 need a better translation translator tbh i think this is also veryy irritating banyak kata yg salah di terjemahin dan takutnya malah orang yg kurang ngerti bahasa inggris malah bingung soalnya yg diterjemahin sama yg diomongin n alur ceritanya jauh buangettt and that’s not really cool once ada episode di tv show “jessie” dari s yg bener ngaco translationnya and of course this does not apply to every words but still is a bit of a problem well after all i still love disney hotstar but i think it just need some improvements and more episodes but i think it’s fine since ini juga belom lama banget dirilis apknya so yeahh i think that’s all for today much love and goodluck 💗💗,"['hdeh', 'cape', 'bgt', 'sebenernya', 'td', 'udah', 'nulis', 'panjang', 'lebar', 'bgt', 'tapi', 'keapus', 'karena', 'kepencet', 'cancel', 'jadi', 'harus', 'nulis', 'ulang', '🙃🙃', 'needs', 'more', 'improvement', 'gatau', 'ini', 'terjadi', 'ke', 'gue', 'aja', 'apa', 'gmn', 'but', 'this', 'is', 'really', 'irritating', 'setiap', 'kali', 'gue', 'mau', 'nonton', 'tv', 'shows', 'thumbnailisi', 'konten', 'episodenya', 'itu', 'berceceran', 'so', 'like', 'contoh', 'nih', 'mau', 'nonton', 'episode', 'tapi', 'thumbnailnya', 'itu', 'dari', 'episode', 'jadinya', 'ga', 'sesuai', 'gituloh', 'kalo', 'ga', 'gitu', 'pasti', 'episodenya', 'yg', 'berceceran', 'contoh', 'gue', 'mau', 'nonton', 'episode', 'thumbnailnya', 'bener', 'tapi', 'isi', 'kontennya', 'episodenya', 'itu', 'dari', 'episode', 'and', 'it', '’', 's', 'really', 'irritating', 'sometimes', 'karna', 'kalo', 'mau', 'nonton', 'ulang', 'episodenya', 'jadi', 'bingung', 'yg', 'mana', 'soalnya', 'judul', 'sama', 'isi', 'kontennya', 'beda', 'n', 'berhamburan', 'need', 'more', 'seasons', 'and', 'episodes', 'banyak', 'tv', 'show', 'yg', 'seasonnya', 'belom', 'lengkap', 'contohnya', 'acara', 'tv', 'kc', 'undercover', 'girl', 'meets', 'world', 'jessie', 'dan', 'a', 'lottttttt', 'more', 'kc', 'undercover', 'originally', 'had', 'seasons', 'tp', 'di', 'disney', 'hotstar', 'baru', 'ada', 'season', 'so', 'does', 'jessie', 'gmw', 'and', 'other', 'series', 'i', 'know', 'mungkin', 'ini', 'karna', 'disney', 'hotstar', 'masih', 'agak', 'baru', 'but', 'i', 'hope', 'u', 'guys', 'can', 'make', 'it', 'faster', '🤞💗', 'need', 'a', 'better', 'translation', 'translator', 'tbh', 'i', 'think', 'this', 'is', 'also', 'veryy', 'irritating', 'banyak', 'kata', 'yg', 'salah', 'di', 'terjemahin', 'dan', 'takutnya', 'malah', 'orang', 'yg', 'kurang', 'ngerti', 'bahasa', 'inggris', 'malah', 'bingung', 'soalnya', 'yg', 'diterjemahin', 'sama', 'yg', 'diomongin', 'n', 'alur', 'ceritanya', 'jauh', 'buangettt', 'and', 'that', '’', 's', 'not', 'really', 'cool', 'once', 'ada', 'episode', 'di', 'tv', 'show', '“', 'jessie', '”', 'dari', 's', 'yg', 'bener', 'ngaco', 'translationnya', 'and', 'of', 'course', 'this', 'does', 'not', 'apply', 'to', 'every', 'words', 'but', 'still', 'is', 'a', 'bit', 'of', 'a', 'problem', 'well', 'after', 'all', 'i', 'still', 'love', 'disney', 'hotstar', 'but', 'i', 'think', 'it', 'just', 'need', 'some', 'improvements', 'and', 'more', 'episodes', 'but', 'i', 'think', 'it', '’', 's', 'fine', 'since', 'ini', 'juga', 'belom', 'lama', 'banget', 'dirilis', 'apknya', 'so', 'yeahh', 'i', 'think', 'that', '’', 's', 'all', 'for', 'today', 'much', 'love', 'and', 'goodluck', '💗💗']",304,"['hdeh', 'cape', 'bgt', 'sebenernya', 'td', 'nulis', 'lebar', 'bgt', 'keapus', 'kepencet', 'cancel', 'nulis', 'ulang', '🙃🙃', 'needs', 'more', 'improvement', 'gatau', 'gue', 'aja', 'gmn', 'but', 'this', 'is', 'really', 'irritating', 'kali', 'gue', 'nonton', 'tv', 'shows', 'thumbnailisi', 'konten', 'episodenya', 'berceceran', 'so', 'like', 'contoh', 'nih', 'nonton', 'episode', 'thumbnailnya', 'episode', 'sesuai', 'gituloh', 'kalo', 'gitu', 'episodenya', 'berceceran', 'contoh', 'gue', 'nonton', 'episode', 'thumbnailnya', 'bener', 'isi', 'kontennya', 'episodenya', 'episode', 'and', 'it', '’', 's', 'really', 'irritating', 'sometimes', 'karna', 'kalo', 'nonton', 'ulang', 'episodenya', 'bingung', 'judul', 'isi', 'kontennya', 'beda', 'n', 'berhamburan', 'need', 'more', 'seasons', 'and', 'episodes', 'tv', 'show', 'seasonnya', 'belom', 'lengkap', 'contohnya', 'acara', 'tv', 'kc', 'undercover', 'girl', 'meets', 'world', 'jessie', 'a', 'lottttttt', 'more', 'kc', 'undercover', 'originally', 'had', 'seasons', 'tp', 'hotstar', 'season', 'so', 'does', 'jessie', 'gmw', 'and', 'other', 'series', 'i', 'know', 'karna', 'hotstar', 'but', 'i', 'hope', 'u', 'guys', 'can', 'make', 'it', 'faster', '🤞💗', 'need', 'a', 'better', 'translation', 'translator', 'tbh', 'i', 'think', 'this', 'is', 'also', 'veryy', 'irritating', 'salah', 'terjemahin', 'takutnya', 'orang', 'ngerti', 'bahasa', 'inggris', 'bingung', 'diterjemahin', 'diomongin', 'n', 'alur', 'ceritanya', 'buangettt', 'and', 'that', '’', 's', 'not', 'really', 'cool', 'once', 'episode', 'tv', 'show', '“', 'jessie', '”', 's', 'bener', 'ngaco', 'translationnya', 'and', 'of', 'course', 'this', 'does', 'not', 'apply', 'to', 'every', 'words', 'but', 'still', 'is', 'a', 'bit', 'of', 'a', 'problem', 'well', 'after', 'all', 'i', 'still', 'love', 'hotstar', 'but', 'i', 'think', 'it', 'just', 'need', 'some', 'improvements', 'and', 'more', 'episodes', 'but', 'i', 'think', 'it', '’', 's', 'fine', 'since', 'belom', 'dirilis', 'apknya', 'so', 'yeahh', 'i', 'think', 'that', '’', 's', 'all', 'for', 'today', 'much', 'love', 'and', 'goodluck', '💗💗']",236,"['hdeh', 'cape', 'bgt', 'sebenernya', 'td', 'nulis', 'lebar', 'bgt', 'keapus', 'pencet', 'cancel', 'nulis', 'ulang', '', 'needs', 'more', 'improvement', 'gatau', 'gue', 'aja', 'gmn', 'but', 'this', 'is', 'really', 'irritating', 'kali', 'gue', 'nonton', 'tv', 'shows', 'thumbnailisi', 'konten', 'episode', 'cecer', 'so', 'like', 'contoh', 'nih', 'nonton', 'episode', 'thumbnailnya', 'episode', 'sesuai', 'gituloh', 'kalo', 'gitu', 'episode', 'cecer', 'contoh', 'gue', 'nonton', 'episode', 'thumbnailnya', 'bener', 'isi', 'konten', 'episode', 'episode', 'and', 'it', '', 's', 'really', 'irritating', 'sometimes', 'karna', 'kalo', 'nonton', 'ulang', 'episode', 'bingung', 'judul', 'isi', 'konten', 'beda', 'n', 'hambur', 'need', 'more', 'seasons', 'and', 'episodes', 'tv', 'show', 'seasonnya', 'bom', 'lengkap', 'contoh', 'acara', 'tv', 'kc', 'undercover', 'girl', 'meets', 'world', 'jessie', 'a', 'lottttttt', 'more', 'kc', 'undercover', 'originally', 'had', 'seasons', 'tp', 'hotstar', 'season', 'so', 'does', 'jessie', 'gmw', 'and', 'other', 'series', 'i', 'know', 'karna', 'hotstar', 'but', 'i', 'hope', 'u', 'guys', 'can', 'make', 'it', 'faster', '', 'need', 'a', 'better', 'translation', 'translator', 'tbh', 'i', 'think', 'this', 'is', 'also', 'veryy', 'irritating', 'salah', 'terjemahin', 'takut', 'orang', 'ngerti', 'bahasa', 'inggris', 'bingung', 'diterjemahin', 'diomongin', 'n', 'alur', 'cerita', 'buangettt', 'and', 'that', '', 's', 'not', 'really', 'cool', 'once', 'episode', 'tv', 'show', '', 'jessie', '', 's', 'bener', 'ngaco', 'translationnya', 'and', 'of', 'course', 'this', 'does', 'not', 'apply', 'to', 'every', 'words', 'but', 'still', 'is', 'a', 'bit', 'of', 'a', 'problem', 'well', 'after', 'all', 'i', 'still', 'love', 'hotstar', 'but', 'i', 'think', 'it', 'just', 'need', 'some', 'improvements', 'and', 'more', 'episodes', 'but', 'i', 'think', 'it', '', 's', 'fine', 'since', 'bom', 'rilis', 'apknya', 'so', 'yeahh', 'i', 'think', 'that', '', 's', 'all', 'for', 'today', 'much', 'love', 'and', 'goodluck', '']",hdeh cape bgt sebenernya td nulis lebar bgt keapus pencet cancel nulis ulang  needs more improvement gatau gue aja gmn but this is really irritating kali gue nonton tv shows thumbnailisi konten episode cecer so like contoh nih nonton episode thumbnailnya episode sesuai gituloh kalo gitu episode cecer contoh gue nonton episode thumbnailnya bener isi konten episode episode and it  s really irritating sometimes karna kalo nonton ulang episode bingung judul isi konten beda n hambur need more seasons and episodes tv show seasonnya bom lengkap contoh acara tv kc undercover girl meets world jessie a lottttttt more kc undercover originally had seasons tp hotstar season so does jessie gmw and other series i know karna hotstar but i hope u guys can make it faster  need a better translation translator tbh i think this is also veryy irritating salah terjemahin takut orang ngerti bahasa inggris bingung diterjemahin diomongin n alur cerita buangettt and that  s not really cool once episode tv show  jessie  s bener ngaco translationnya and of course this does not apply to every words but still is a bit of a problem well after all i still love hotstar but i think it just need some improvements and more episodes but i think it  s fine since bom rilis apknya so yeahh i think that  s all for today much love and goodluck ,-52,1,Negatif
2020-10-09,Be very carefull with this app. It's an xxx-- rated app,1,Berhati-hatilah dengan aplikasi ini. Ini adalah aplikasi berperingkat xxx,11,berhatihatilah dengan aplikasi ini ini adalah aplikasi berperingkat xxx,"['berhatihatilah', 'dengan', 'aplikasi', 'ini', 'ini', 'adalah', 'aplikasi', 'berperingkat', 'xxx']",9,"['berhatihatilah', 'berperingkat', 'xxx']",3,"['berhatihatilah', 'peringkat', 'xxx']",berhatihatilah peringkat xxx,0,3,Netral
2020-09-11,Server login indonesia hanya bisa pakai nomor lokal (ga bisa pakai akun email/fb) terus ga bisa disambungin ke Smart TV,3,Server login indonesia hanya bisa pakai nomor lokal (ga bisa pakai akun email/fb) terus ga bisa disambungin ke Smart TV,20,server login indonesia hanya bisa pakai nomor lokal ga bisa pakai akun emailfb terus ga bisa disambungin ke smart tv,"['server', 'login', 'indonesia', 'hanya', 'bisa', 'pakai', 'nomor', 'lokal', 'ga', 'bisa', 'pakai', 'akun', 'emailfb', 'terus', 'ga', 'bisa', 'disambungin', 'ke', 'smart', 'tv']",20,"['server', 'login', 'indonesia', 'pakai', 'nomor', 'lokal', 'pakai', 'akun', 'emailfb', 'disambungin', 'smart', 'tv']",12,"['server', 'login', 'indonesia', 'pakai', 'nomor', 'lokal', 'pakai', 'akun', 'emailfb', 'disambungin', 'smart', 'tv']",server login indonesia pakai nomor lokal pakai akun emailfb disambungin smart tv,0,3,Netral
2022-04-03,"setiap kali habis subscribe gak bisa dibuka, error terus
iOS 15.4.1",1,"setiap kali habis subscribe gak bisa dibuka, error terus
iOS 15.4.1",11,setiap kali habis subscribe gak bisa dibuka error terus ios,"['setiap', 'kali', 'habis', 'subscribe', 'gak', 'bisa', 'dibuka', 'error', 'terus', 'ios']",10,"['kali', 'habis', 'subscribe', 'dibuka', 'error', 'ios']",6,"['kali', 'habis', 'subscribe', 'buka', 'error', 'ios']",kali habis subscribe buka error ios,-11,1,Negatif
2020-09-13,Please add “days to watch” on the movies that already been downloaded.,5,Silakan tambahkan “hari untuk menonton” pada film yang telah diunduh.,12,silakan tambahkan “hari untuk menonton” pada film yang telah diunduh,"['silakan', 'tambahkan', '“', 'hari', 'untuk', 'menonton', '”', 'pada', 'film', 'yang', 'telah', 'diunduh']",12,"['silakan', 'tambahkan', '“', '”', 'film', 'diunduh']",6,"['sila', 'tambah', '', '', 'film', 'unduh']",sila tambah   film unduh,-1,3,Netral
2020-09-04,Dari dulu dulu kek muncul :v,5,Dari dulu dulu kek muncul :v,6,dari dulu dulu kek muncul v,"['dari', 'dulu', 'dulu', 'kek', 'muncul', 'v']",6,"['kek', 'muncul', 'v']",3,"['kek', 'muncul', 'v']",kek muncul v,-3,2,Negatif
2022-03-08,Gambar pecah2 mulu udah kaya kaki 😂 tiap pas gambar mulus langsung buffering ngulang lg pecah2 lg dah lah cukup sekali gue langganan. Besok2 no way. Netflix terbaik! Bye,2,Gambar pecah2 mulu udah kaya kaki 😂 tiap pas gambar mulus langsung buffering ngulang lg pecah2 lg dah lah cukup sekali gue langganan. Besok2 no way. Netflix terbaik! Bye,29,gambar pecah mulu udah kaya kaki 😂 tiap pas gambar mulus langsung buffering ngulang lg pecah lg dah lah cukup sekali gue langganan besok no way netflix terbaik bye,"['gambar', 'pecah', 'mulu', 'udah', 'kaya', 'kaki', '😂', 'tiap', 'pas', 'gambar', 'mulus', 'langsung', 'buffering', 'ngulang', 'lg', 'pecah', 'lg', 'dah', 'lah', 'cukup', 'sekali', 'gue', 'langganan', 'besok', 'no', 'way', 'netflix', 'terbaik', 'bye']",29,"['gambar', 'pecah', 'mulu', 'kaya', 'kaki', '😂', 'pas', 'gambar', 'mulus', 'langsung', 'buffering', 'ngulang', 'lg', 'pecah', 'lg', 'dah', 'gue', 'langganan', 'besok', 'no', 'way', 'netflix', 'terbaik', 'bye']",24,"['gambar', 'pecah', 'mulu', 'kaya', 'kaki', '', 'pas', 'gambar', 'mulus', 'langsung', 'buffering', 'ngulang', 'lg', 'pecah', 'lg', 'dah', 'gue', 'langgan', 'besok', 'no', 'way', 'netflix', 'baik', 'bye']",gambar pecah mulu kaya kaki  pas gambar mulus langsung buffering ngulang lg pecah lg dah gue langgan besok no way netflix baik bye,-13,1,Negatif
2022-05-29,"idk on system theres a download progress but on app it never reach 5% when  downloading and the result download always failed,pls fix  ( ios 15.5 )",3,"entahlah di sistem ada kemajuan pengunduhan tetapi di aplikasi tidak pernah mencapai 5% saat mengunduh dan hasil pengunduhan selalu gagal, tolong perbaiki (ios 15.5)",27,entahlah di sistem ada kemajuan pengunduhan tetapi di aplikasi tidak pernah mencapai saat mengunduh dan hasil pengunduhan selalu gagal tolong perbaiki ios,"['entahlah', 'di', 'sistem', 'ada', 'kemajuan', 'pengunduhan', 'tetapi', 'di', 'aplikasi', 'tidak', 'pernah', 'mencapai', 'saat', 'mengunduh', 'dan', 'hasil', 'pengunduhan', 'selalu', 'gagal', 'tolong', 'perbaiki', 'ios']",22,"['sistem', 'kemajuan', 'pengunduhan', 'mencapai', 'mengunduh', 'hasil', 'pengunduhan', 'gagal', 'perbaiki', 'ios']",10,"['sistem', 'maju', 'unduh', 'capai', 'unduh', 'hasil', 'unduh', 'gagal', 'baik', 'ios']",sistem maju unduh capai unduh hasil unduh gagal baik ios,-11,1,Negatif
2020-10-02,No TvOS app until now.,1,Tidak ada aplikasi TvOS sampai sekarang.,5,tidak ada aplikasi tvos sampai sekarang,"['tidak', 'ada', 'aplikasi', 'tvos', 'sampai', 'sekarang']",6,['tvos'],1,['tvos'],tvos,0,3,Netral
