text,rating,detected_language
"Langanan telkomsel halo uda lama karena kerjasama sama disney dan gratis langganan akhirnya aku download , tapi ternyata disney sekarang dukung israel dan jadi aku deleted 😮‍💨",1,indonesian
Boycottttt,1,unclear
Because disney donates $2 million to Israel,1,unclear
Hiburan anak tetapi mendukung negara yang (tau lah gimana),1,indonesian
"Since i know u support z10nis killing children in P4lest1ne, suddenly uninstall! Langsung stop berlangganan!",1,unclear
Suck apps,1,unclear
"sorry i give 1 star, because disney donated israel for war and kill palestine children",1,english
Shame on you. How can a platform that always entertains children become their killing machine!!,1,english
"My subscription will end in May 2024, but everytime I click the app it says invalid user session!",1,english
U support zionis and genocide,1,english
Big NO application,1,unclear
I’M WITH PALESTINE. Allahu Akbar.,1,unclear
"Naikin harga gak masuk akal, uangnya di buat danain israel sampe 31 Milyar buat bunuh2in anak2 di palestina.
Gausah penah lagi download atau berlangganan disney lagi.",1,indonesian
"Donated for killing childrens in Gaza, w*f",1,unclear
Sorry I uninstall Disney+ Hotstar because you support Isr4el,1,unclear
Tak berperikemanusiaan dan keadilan.,1,indonesian
Puuucckkk yuuuu,1,unclear
Silakan masuk netijen budiman,1,unclear
"Kokk ga sensitif ya, menyumbang kok ke pihak yang menyerang secara membabi buta",1,indonesian
Ga bisa connect,1,indonesian
"Log out from disney coz it support israhell which the real terrorist. How come you production movies to pleasing child while you support killing child. It is so hypocrite, disney you shud be shame",1,english
sorry not sorry but i wont support platform that support ge n o cyde,1,english
Naikin harga tanpa pemberitahuan,1,unclear
sorry have to delete this after knowing that disney just supported to give funds for israel,1,english
Aplikasi pengumbang duit ke PENJAJAH LAKNAT!,1,indonesian
"Karena disney dukung israel, bye disney!!!",1,indonesian
Bye byeee 😛,1,unclear
please provide playback speeddddd,3,unclear
"I hate disney plus cuz you relate with the Z10N15.
Thanks",1,english
"syg paling rendah nilai bintang 1 klo ad bwh 1 sya ksih dbwah ny

ini bentuk protes saya thdp disney dgn alasan anak perusahaan walt disney company yg terafiliasi dgn donasi kejahatan kemanusiaan israel di palestina!!",1,indonesian
This app supporting Israel,1,english
"terlalu memaksa konten lgbt ada pada kartun anak, keberpihakan kepada penjajah",1,indonesian
Zionis laknat,1,unclear
Disney Pro Zionist..!!! No more for disney!,1,unclear
Already buy subscription and cant use it,1,english
why has the subscription price increased to become so expensive?,3,english
Ga dulu deh. Thx,1,unclear
When u supposed to be entertaining children all around the world but supporting gnc!de that half of the victims is children and babies,1,english
gajelas gabisa ganti email,1,unclear
"ini kenapa sih
udah bayar sampe 2x tp tetep g bisa buka
alasannya masih ada vpn yg kebuka
padahal di tv ma hp sama g ada vpn nya
duit aja yg di ambil 
tp pelayanan sulit",1,indonesian
Shame on uuuuuu😡,1,unclear
"the display of films according to genre is not satisfactory, there should be a choice of films from which country you want to watch.",1,english
Subscribed disney for a year and started regretting the decision the ux is confusing i cant make the subtitle as large as the one netflix has it even has 3 options NOT THOUGHTFUL ENOUGH FOR US WITH MYOPIA anyway the fast forward button is not even the worst thing Im giving 1 star for ahn hyo seop from dr romantic 3 he’s the only good thing yall have,1,english
Aplikasi nggak jelas,1,unclear
Mending pakai Netflix,1,unclear
Shame on you,1,unclear
Maaf saya harus pergi mulai hari ini dari kalian.,1,indonesian
"Untuk pencinta film” animasi disini cukup lengkap ya, sangat membantu dan bagus sekali",5,indonesian
The restriction on using a VPN is ridiculous. I need to feel safe when I am on public WiFi. And you deserve to be boycotted and deleted. Enough with your bloody money and bloody propaganda. Child killer!,1,english
You have blood in your hands for subscribing to disney,1,english
"Kualitas buruk, harga mahal, film baru lama update nya, suka ngelek, koneksi harus bagus",1,indonesian
"Baru 1 minggu login lewat hp, tiba2 ke logout sendiri. Mau login lagi gak bisa. Udah dicoba berkali kali. Dari awal langganan juga gak bisa login tv. Maunya apaa ini",1,indonesian
You are zionist! Killers! Go to hell!,1,english
"From 200k permonth to 799k permonth, so i choose netflix",1,unclear
why are you making it difficult to unsubs??? I already unlink my payment but you still charge?? just make it easy for us to cancel sub. GOD DAMN !,1,english
Mohon lebih banyak film horor karena seru tegang & mencintai produksi Indonesia Terimakasih,3,indonesian
Saya males perpanjang lgi krna harganya naik terus dri 30rb an skrg naik 65rb,2,indonesian
When i open the apps it says invalid user/session please log out but there is no log out button. Reinstall the app and same problem persist without allowing me to even login first. What a waste of subscription.,1,english
Apk kurang jelas,1,unclear
"I was subscribed until January 2024
But i can’t play in my smart tv
Alredy install and uninstall, clear cache etc but it’s nor work. Please advice",3,english
Ga nyaman banget,3,unclear
"Sudah download berkali” udh berlangganan tapi giliran udh lama gadibuka pas masuk tidak bisa , keterangan sesi tidak validd cok cok",1,indonesian
"Sebelumnya 200rban per tahun, lah tiba"" 799rban, tiba"" naik berkali"" lipat , film itu itu aja pula",1,indonesian
Dari harga 39k ke 119k,1,indonesian
The subscription price increase like 4x and it asked me to renew when my subs has not yet ended. Good job disney and goodbye :),1,english
"Aku uninstal karena biaya berlangganan dinaikan😩, udh kurang suka juga series” dan film” dari disney yang sekarang banyak banget konten” LGBT. Jijik aku liatnya 🤢",1,indonesian
I’m trying to cancel my subscription but it doesn’t allow me do so,1,english
Filmnya lengkap,5,unclear
"loginnya susah bgt sms otp nya jaraang adaa, kalo buat nonton di laptop yang buka dr web sering bgt ga masuk sms, nyoba 100x jg gabisa😮‍💨😮‍💨",3,indonesian
dlu bagus padahal tpi sekrg kok mlh jlek gni? film indo bnyk yg ilang ky aadc dn operation wedding agak kecewa si pdhl subscribe disney+ buat rewatch itu tp uda ilang smua film nya,1,indonesian
"Kok ampas gabisa nobar, update dulu noh, biar bisa buat nobar dan g ampas lagi😡😡😡",1,indonesian
Biasa langganan tahunan sekarang skip deh,2,unclear
"Kemarin sudah sempat bisa PIP, mengapa sekarang jadi tidak bisa lagi??",4,indonesian
Sudah beli 39.000 tapi ttp gak bisa 🤭🤭🤭,1,indonesian
Kenapa gabisa connect ya? Saya udah berlangganan tapi kenapa masih gabisa?!!!,1,indonesian
Makin banyak konten lgbt.jijik.anak saya tidak boleh lagi nonton film2 disney terbaru,1,indonesian
"Tolonglah diperbaiki aplikasi disney hotstar di apple tv. Suka ke log out terus setelah beberapa lama nggak dibuka. Permasalahan ini udah dari dulu tapi gak diperbaiki juga. 
Payah lah. Ini mana mau naikin harga, jadi males lanjutinnya",1,indonesian
Mau log in aja susah banget,1,indonesian
"I just downloaded the app but i can't use it!

It says, invalid user session. I haven't even logged in using any accounts yet!",1,english
"movie sama seriesnya oke sih, cuma tampilan subtitlenya kurang bgt. masa warna belakang subnya hitam, kyk lg nntn film bajakan. harusnya bisa disesuaikan sih sesuai keinginan, film bajakan di web2 gitu aja bisa deh sepertinya diatur warna belakang subtitlenya.",3,indonesian
"The PiP feature is missing, lots of bug, my cellular reception and wifi are totally fine but it’s always taking a long time to load the movies and that makes my devices heated up like crazy. Please fix this",2,english
Konten jadul tapi harga overpriced = auto unsubscribe & delete setelah tagihan dg hrg lama selesai,1,unclear
"Menuju uninstal setelah paket berakhir,, harga nya naik luar biasa,, stay di netflix aja deh",1,indonesian
Why the PiP feature often disappear every time I haven’t updated the apps? Sometimes the feature also disappears even though there is no update,2,english
"Gak bisa login, pas mau login masukin nomor ponsel tulisannya selalu ""masukan nomor ponsel yang valid"" padahal udah bener coba uninstal berulang ulang ttp kaya gitu",1,indonesian
"Please Indonesian Hotstar/Disney+ team, review each content to avoid LGBT+

Our kids should not watch their contents, put their campaign somewhere else, not on our neighborhood!",1,english
Tidak menerima kode otp,1,indonesian
Kode otp gk msuk,5,unclear
Kode otp ga pernah muncul,1,unclear
"Udah langganan 1 tahun malah kabur engga bisa akses akun nya engga merima kode otp dasarrr APK PENIPUUUU !!! 
Engga usah di download",1,indonesian
"Already paid for 1 year subscription, suddenly need to relogin after update it and cannot login due to OTP not received.

Do not subscribe, this app is scam. Netflix is much better than this.",1,english
"Kesini karena series Marvel.
Free subscription lagi dong sama tsel.",5,indonesian
Kode otp ga masuk masuk,1,unclear
"In the apple TV app, i often encountered the problem where the movie is playing but it only showed black screen with audio on. Please fix this.
I think both the TV and the handheld (iPad/iPhone) app are missing shareplay feature.",2,english
Gabisa nerima otp padhala jaringan stabil,1,unclear
"tolong ini kenapa aku bru aja download apk tpi gk bsa login, masa salah trs no hp sih",5,indonesian
"I subscribe for 1 years and I only use for half months and it’s not work anymore, it’s just login out and can’t login again ,so disappointed",1,english
Please add Arabic language,2,unclear
"Nonton di tv udah kayak nonton pake dvd bajakan, putus-putus dan gak ada suaranya. Payah sekali. Udah langganan setahun padahal👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",1,indonesian
"Mau log in aja gk bisa, gmn mau log out nya tolol aplikasi, BODOH",1,indonesian
I just go abroad for vacation but I can’t open my subscription because here is not available. So I have to make new subscription from other regions. We’re not allowed to use VPN also.,1,english
"Coba deh diganti login pake email, pake nomor hp susah banget kode OTP gak jelas udah berkali2 gak masuk padahal sinyal bagus, pulsa banyak, wifi kenceng…sampe udah restart HP berkali2 tetep aja kode OTP gak masuk 😓",1,indonesian
"Can’t login on the phone, and it’s veeeerrrryyyy slooooww. not properly maintained 👎🏻",1,english
Min minta tolong benerin atau balikin ke versi lama 😭😭😭 w terlanjur cinta sm ni apk 😭😭😭,1,indonesian
"it was very difficult for me to unsubscribe from disney hotstar. i’ve been mailing the admin several times, but they won’t just simplify and assist me to unsubscribe from google play! thumbs down!",1,english
"Many people can't login easily to disney because request otp, please make another option to login, barcode, email and password, or something.

And if you wanna change number you should email? With no example how to sent email about change number? Come on, make it easy bro.

And if this app still wanna just using otp to login or sign up, make it easy to get the otp!!",1,english
Busuk,1,unclear
Theservice is good friendly and kind,5,english
"Susah dapet kode otp tidak bisa masuk, pdahal sudah berlangganan",1,indonesian
Mau login susah bgt. Kode otp ngga kekirim kirim. Niatnya beli paket hotstar buat hiburan malah bikin emosi.,1,unclear
"Saya sudah beli paket melalui my telkomsel dan pembayaran berhasil, tetapi ketika masuk di aplikasi disney status masih pengguna gratis gmna ini?",2,indonesian
"Setelah di perbaruin malah banyakkk bugggg, lemottt bgttt berattt, sering ngelag, mending gausah ada pembaruan deh klo tambah ngelag begini 😔",3,indonesian
"Baru juga download udah error aja, padahal mau nonton 911",1,indonesian
"sangat susah buat download film, kadang lama bgt nge download padahal jaringan bagus, kadang juga download udah mau selesai langsung eror",1,indonesian
It’s been a month I cannot make payment or connect to tv. Does anybody know how to fix it?,1,english
Why i cant subscribe? Its written the product is unavailable,3,english
Ah finally the UI feels smooth and lite love it,5,english
720 feel 480 fr and maybe y’all can add 1080 at laptop,2,english
Sangat membantu sekali,5,indonesian
Why it is hard to find movies based on their genre. Better to fix the UI UX of this apps,1,english
Can't download the new version even though I've subscribed?,4,english
"Since i updated to newest version, it always buffer when i watch movie, my provider conections are good but this app always buffer. why?",1,english
Paket berlangganan telah di bayar melalui appstore tapi status berlangganan nya tidak berubah masih terdaftar pengguna gratis. Tolong bantuannya,4,indonesian
Please developer aplikasi ini tolong dong di bikin aplikasinya jangan berat banget🙏🏻 lama banget loadingnya cuma nunggu mau buka doang,1,indonesian
"Aplikasinya bagus, kurang nya karena gak bisa langsung connect ke tv",4,indonesian
"When you travel to another country cannot use it, only based on your country register 👎🏼!",2,english
"udah bayar langganan , di appstore juga udah ada struknya tapi di appnya tetep ga bisa nonton masi pengguna gratis ni kek mana si ga jelas",1,indonesian
UI barunya bagus,5,unclear
"Kok reviewnya tuh jelek2 yaaa, padahal bagus2 Aja, cuman Iyaaa minusnya cuman 1 ga bisa di streaming Ke tv Aja",4,indonesian
please add speed feature in watching,1,unclear
Always log out every day,2,unclear
"Kualitas streamingnya tidak stabil, sudah set ke full hd 1080p tapi resolusi tetap naik turun.",1,indonesian
"Saya sudah bayar dri paket telkomsel,knpa saya harus berlanggana lagi padahal saya berlangganan melalui nomor paket saya ini gimana sihhhh",1,indonesian
Cok aku bayar 40 ribu malah disuruh bayar lagi nyinkk,1,unclear
"Watched movie stuck at continue watching.
Watch movie till the end, the timer/progress bar says x hour xx minutes left (same with movie length) or xx minues left.

Cannot remove movie from continue watching, the app says removed from continue watching, but in a few seconds it reappears.

Watched series not advancing in continue watching, return to last watched episode.",2,english
"harusnya semakin di permudah untuk mendapatkan kode otp lewat whatsapp ataupun email bukan malah tetap menggunakan sms yg kodenya tidak masuk saya kali ini bener” kecewa sm apk movie satu ini saya langganan uda setaun tapi masalah kyk gini trs terjadi dan blm ada update sm sekali tolong lah saya juga pake apk apple movie , netflix, prime video tapi masalah kode otp selalu terjadi hanya di disney kenapa ?",1,indonesian
List continue watching always appears although it has been deleted many times,3,english
Can you please help? I have been subscribing for 1 year in order to watch on my tv. I am using xiaomi mibox on the living room and on my bedroom. It always says unable to play. I am using balifiber. But I can play it on my mobile phone. Need help,2,english
"Customer service-nya gesit dan support.
Pernah bermasalah karena ganti nomor hp, padahal sudah langganan per tahun. Tidak sampai sehari, asal kita juga cepat melakukannya, akun Disney+ bisa digunakan. Mantap. Terima kasih atas pelayanannya yg memuaskan. 👍🏻🙏🏻",5,indonesian
"Tolong tambahkan speed(kecepatan untuk menonton) bagi orang seperti saya yang suka menonton 2x di Youtube dan 1.5x di netflix. Pada aplikasi ini sangat lama hanya 1x, sehingga habis waktu saya untuk menonton serial yang saya suka",3,indonesian
untuk kumpulan film animasi cukup lengkap dan bagus” playlist nya😇😇😇,5,indonesian
Code otp ga masuk masuk,1,unclear
"New UI/UX is incridible. Very outstanding update, i really appreciate 👍 Nice work",5,english
"Resolve an issue took lots of things— not easy.

I am out..",2,english
"udah beli paket combo sakti yg ada langganan disnep+ hotstar nya sebulan, tapi tetap gabisa ditonton, pengaktifan paket nya ga kelar’ niat kerja sama ga si?",2,indonesian
"Koneksi jaringan telepon sangat baik, koneksi internet saya juga sangat baik, tapi OTP nya ga masuk2. Susah bgt mau login!!! Bahkan udah restart hp masih jga ga masuk kode OTP nya. Tolong dong diperbaiki, sekelas Disney hotstar masa iya problem perihal OTP doang!!!",1,indonesian
"I think you need to recommending your series film to the home page more, likes the mandalorians or anything likes that, so we don’t need to search film",5,english
Saya coba log in tapi ga muncul kode otp ke nomor hp saya,2,indonesian
"Just updated to the latest version and it says “connection error, looks like you’re connecting through vpn etc.” But I’m not connected to vpn. When I use wifi it doesn’t work anymore, but phone data works. Whyyyyyy?",2,english
"adain fitur speed 1,5 dong",5,unclear
i rlly love the new ui,5,english
Kualitas gambar bagus,5,unclear
kenapa error terus ya? nggak bisa di putar filmnya padahal sudah berlangganan 🙂,3,indonesian
Tambahkan film yang menggunakan IMAX seperti film Marvel.,4,indonesian
Why do we need mobile phone number for an account instead of email? It’s easier for us to use email. I traveled a lot and I had to put on simcard when I want to log in to my disney. Please make it easy for us to access our account.,1,english
"gambarnya suka gak hd padahal internet mantap, suara suka ilang gajelas bgt",3,unclear
this pc organization intentionally makes this apps not working on external display!,1,english
Makin mahal dong biaya langganannya,5,unclear
kok malah minta bayar kan netflix bagus  ga bayar Jangan Bayar!!,1,indonesian
No sensor ga baik untuk anak2 tidak sesuai judulnya disney,1,indonesian
Ini kenapa ga ada kode OTP nya berkali kali nyoba padahal no hp fine” aja tolong dong susah mau nonton padahal udah berlangganan masa iya ga bisa login rugi dong,3,indonesian
pemutaran vidio nya kok bermasalah,2,indonesian
Kenapa ini sekarang saya mau nonton tidak bisa  malah eror padahal saya sudah berlangganan selama setahun tpi knp begini?,2,indonesian
Don’t receieve the OTP. I already check my phone number is corret it’s so annoying,1,english
Kok sy Ga dapet otp sih udh berkali2 coba. pdhl app lain bisa dpt otp. app ga guna.,1,indonesian
"I have paid an annual plan subscription but every time i want to watch movie, a menu of payment appears. Logging out and back logging in doesn’t work. Restoring subscription doesn’t work either. What should I do?",1,english
"Woww mantapp , filmnya lengkap dan biaya layanan tidak mahal 🤩",5,indonesian
Saya mau daftar dan berlangganan tapi kenapa saat memasukkan nomor HP tidak mendapat kode OTP baik sms atau telp,1,indonesian
Can not play the movies  even already subscreation,4,english
"Aplikasiii woii, batalin langganan aja susahh joh",1,indonesian
kalau nonton di laptop atau smart tv subtitlenya kecil sekali.. mengancam kebutaan ya kan.. tolong dibesarkan dong sewajarnyaa jangan terlalu kecil,2,indonesian
Interface can be better but the most annoying part is the automatic play of next movie without any permission.,3,english
Tidak ada dark mode segera dibuat dan untuk downloadnya dibuat perseries sehingga tidak susah mendownload satu persatu,4,indonesian
Mau login aja susah banget sih. Udah berlangganan giliran mau login tapi kode OTPnya gak dikirim2. Udah coba restart hp tetap aja gak ngaruh. Coba via call gak ada juga panggilan masuk. Balikin 20rb gue sini!,2,indonesian
Ga bisa dibuka sama sekali. Jadi males beli aplikasi ini. Padahal rekomended buat keluarga banget,1,indonesian
Bugs Solved.,4,unclear
"Parah.. udah berlangganan, eh malah gak bisa buka dari TV.. payah",1,indonesian
"improve your bad server, disney!",1,unclear
apakah ini harus berbayar?,2,indonesian
"can't login on my tablet because of the OTP. if only the login option was also available for email, that would be good since I'm using wifi only iPad. installing this app is useless if I can't even 
login",2,english
"Hi, please add feature to password lock kids mode. No point in having kids mode but your kids can easily switch it back to normal mode",3,english
Sudah beli paket disney+ hotstar dri telkomsel saldo udah kepotong malah nggak bisa aktif padahal waktu itu langsung bisa. TOLONG DIPERBAIKI & KEMBALIKAN UANG SAYA!,1,indonesian
"Video yg udah di download malah gak bisa di putar ngabisinn kuota aja bangkee2, gak guna sumpah",1,indonesian
Mau login pas mau nnton ke tv minta kode otp tapi ga muncul” trus mana udh langganan 1 taun lgi,1,indonesian
Sudah coba berkali kali masih ga dapetin kode OTO. Sampe pake beberapa nomer pun juga sama,1,indonesian
"the movies was too dark, but sometimes it brighter itself, but mostly its darker. idc about HDR, i just want to watch movies with good quality and BRIGHTER SCREEN",2,english
You can add 1080 for great quality,5,english
add dark mode will be nice touch,3,english
"kualitasnya padahal sudah hd tapi kenapa masih buram, dan film nya juga tidak terlalu banyak",2,indonesian
"Sudah mau habis bulan ini dikasih solusi coba berkala , tapi OTP tidak pernah masuk , disalahin nomor atau device kita. Padahal OTP App lain aman saja . 
Auto Unsubscribe for a long time and definitely all the humans I’ve ever  met must listen to my bad experience use this App.",1,mixed
"Otp ga bisa masuk, pakai via call juga gabisa",1,indonesian
Sudah bayar dan beli paketan di telkomsel gabisa nonton,1,indonesian
"jelek banget jangan langganan kapok, koneksi pdhal lancar banget tp tiap nonton buffer terus, jalan 2menit buffer 10menit. nonton 1 episode 30menit bisa kelar dalam 3jam lebih keterlaluan sih. jd males nontonnya.",1,indonesian
"Come on, it’s 2023 and disney doesn’t have dark mode. Also pkease work on your data transmission, it’s so annoying to get buffer or endless loading while watching!",2,english
Kenapa ga bisa buat nonton radha krishna yaa? Mau nonton harus sesuai sama negara nya kah? Tolong tingkatkan lagi supaya bisa nonton film dari semua negara🙏🏻,4,indonesian
I already paid the subscription but it doesn’t let me watch even a single video. I paid with mobile connection and that’s By.U.,1,english
Sudah bayar nggk bisa login,1,indonesian
Saya mau beli pas masuk pakai nomor hp tapi gabisa,1,indonesian
"pakai nomer lain bisa masuk, sedangkan nmr saya sendiri tidak bisa masuk. buat dapetin kode otpnya susah banget",3,indonesian
"Sudah langganan jalan 6 bulan, mau login di perangkat lain ga bisa. Kode otp tidak respon, tidak ada sms masuk.. via call jg tidak bisa. Ada apa ini? Apakah sudah berhenti kerjasama dgn telkom?",1,indonesian
"Mau Login aja susah ngga masuk"" kode OTP nya",1,indonesian
"I have problem to connect my account to my Tv, from TV monitor the app told me to go to hotstar website and then enter the code that shows on the screen, but it turns out I can not access the website because I was automatically diverted to the mobile app. When I tried to access the website through my laptop I have to input my phone number and I haven’t received any OTP codes after that. It was making me very frustrated, I will think again to extend my subscription if you can not fix this.",1,english
kenapa tidak bisa dark mode di ios? mata saya sakit liat interface nya kecerahan,1,indonesian
"I bought the disney+ package from My Telkomsel app and when I logged in with same number, the disney+ app keep asking me to subscribe whenever I want to watch movies even though I already subscribing. Please fix, I spent money to subscribe this app but I can’t use it. Also, the OTP number often cost so much time to send to my number.",2,english
Yesterday i was purchased for one year and right now I can’t login in my phone and my tv. Very bad apps you should learn from other streaming apps that easily connect phone or tv. Really wish I didn’t susbscribed the package yesterday,1,english
"Don’t just remake all movie dark, give the dark them to ios app",1,english
"setelah update malah jadi sering error, tolong segera di perbaiki ajalah biar lebih nyaman pengguna",3,indonesian
Susah bgt log in pke no hp anjir kalo mau celar history log in code ga muncul. Mending lu pake email & pass aja deh anjir,2,indonesian
"tolonggg ini kita g bisa nnton klau ngebuff terus. kita butuh 1080 p bukan “upto” sumpah lebih baik pkai aplikasi sebelah klau gini jelek banget ya Allah nyesel banget langganan. kesel banget aku lagi nnton ngebuff mana pas klimaksnya lagi, jadi g bisa ngikutin alurnya!!! X<",2,indonesian
"Sangat mengecewakan untuk aplikasi ini, padahal cuma ingin menonton saja sulit. Memang posisi saya tidak diindonesia tapi kenapa begitu sulit untuk mengakses D+? Jika memakai VPN tidak diperbolehkan, sebegitunya kah Disney+ Hotstar?",1,indonesian
"Have the breadth of content that tied with disney. 

The software itself needs a major overhaul 2 years ago. MS-DOS had better UI before Microsoft Windows was a thing. 

The kindest thing for front-end (and, honestly, back-end) that can be said is that it’s made on a budget, and/or undermanned, and/or interns, and/or by the lowest bidder.",1,english
"sengaja berlangganan biar bisa nonton radha krishna, ternyata gda sia sia berlangganan",2,indonesian
"Film nya bagus2, tapi aplikasinya jelek Banyak bug Mo masuk di iphone error mulu Mo masuk di googletv sama error mulu Cek google banyak banget kode errornya",2,indonesian
"Sudah bayar , sedang nonton , tau2 log out gak bisa log in… udh log in minta bayar  tsu2 log out gak bisa log in kode gak dapet!😤 tolong jelasin",1,indonesian
"Is there a solution why since yesterday I can't open the app and it always shows ""something went wrong, please try again sometime"" even though the subscription period is still active until next month, I have also submitted my complaint on the official Twitter and IG accounts but no response at all once, please don't be like this",2,english
"Always show mssg like this

Playback Error
Error playing this content due to
DRM issues. Please try again.
(Error: 0973)",1,english
Gak bisa di akses tolong perbaiki,2,indonesian
Kenap dari kemarin eror teruss gk bisa dibuka?????,1,indonesian
kok aplikasinya gabisa dibuka ya?,1,unclear
"Tolong tambahkan fitur untuk OTP bisa dikirm via SMS atau Telpon, jngn hanya via whatsapp terima kasih",1,indonesian
"Hello, why my disney hotstar application can’t open? Since a few days ago.. it always said SOMETHING WENT WRONG, PLEASE TRY AGAIN IN SOMETIME.. please fix it.. thank you",1,english
I already paid for 12 months just been watching for several days and now couldn’t use this app anymore they said “something went wrong” ! Now i want my money back!! This app is broken!,1,english
kena apa tidak bisa buka app nya nih padahal sudah berangan paket 1 tahun,1,indonesian
"Beberapa hari tidak bisa dibuka sama sekali
Sudah uninstall/install tetap saja",1,indonesian
Oops! Something went wrong. Please try again in sometime.  I had that since few days! Tried delete and download! Same result!!!! What to do??? I already paid the membership!!!!,1,english
"Aplikasi tolol, tidak bisa d buka selalu crash",1,indonesian
Saya sangat menikmati aplikasi ini dan kontennya. Tapi semenjak kemarin malam kenapa saya tidak bisa masuk aplikasi. Selalu muncul tulisan layar error dan tidak bisa masuk ke aplikasi,5,indonesian
Been using this app for 1 in my ipad pro month and already paid for 1 year now i couldn’t watch anymore they said “something went wrong”. Pls give my money backkkkkk ! Such a really bad app,1,english
"Can't access with notification ""Something went wrong"" after that stupid livestream event at 17th February 2023, already uninstall and install but nothing happens, it's been almost 24 hours but they still can't fix this issue, stupid",1,english
Tidak bisa dibuka,2,indonesian
Dari kemarin error mulu gak bisa dibuka,1,indonesian
"Pas awal” make ini bagus banget, tp makin sini ko jd aga turun si, masa film yg di download gabisa ditonton :” pdhl sinyal bagus, trs iseng coba pake wifi sama aja",4,indonesian
Kenapa sekarang buat redmi note 9 ngga bisa buat ip 11 juga ngga bisa hadeh,1,indonesian
The app is not working today since 3pm-ish Jakarta time. Help center advises to uninstall and reinstall. Have done it. No progress. Still not working. I am using iphone 7 telkomsel for connection. Please resolve this. It’s been 9 hrs.,3,english
"Aplikasinya ngestuck
Websitenya jg gamau itu kenapa ya",3,indonesian
Kenapa habis update tidak bisa masuk sama sekali… kecewa jadinya,1,indonesian
9 hours outtage so far without any communication in their socials informing subscribers whatsoever.  We have to find out via twitter hashtag and o boy the conments are fun.,1,english
"Just installed for few hours then cant be used, I already paid for 1 month, why?any solution?",3,unclear
Kok tidak bisa di bukak ada apa dengan aplikasi ini ?,1,indonesian
Kenapa selalu muncul beginian anjir,1,unclear
Kenapa aplikasinya tertulis something wrong diulang berkali kali tetap sama tidak bisa terbuka padahal sy sdh bayar buat setahun,2,indonesian
knp update an trbaru tidak bisa dbuka,1,indonesian
Mengapa aplikasinya error padahal sudah berlangganan :(,1,indonesian
gabisa,2,unclear
Kenapa setelah saya bayar biaya berlangganan aplikasi nya langsung error dan selalu ada warning try again later. Ini kenapa jadi gini? Saya coba berulang kali ngga ada perubahan sampai di update aplikasi nya pun tetap muncul peringatan yang sama.,1,indonesian
Duhhhh updated but cannot play the movie,1,english
Gs,5,unclear
something went wrong please try again tolong solusinya,1,unclear
"Kereenn, asli",5,unclear
"Super simple feature , they just so lazy",1,unclear
"Need to add auto download off option.. this ""must"" be an option to choose",1,english
tidak dapat kode sms dari no hp yang saya login,5,indonesian
jozz,5,unclear
"gajelass ni gapernah lancarr pas muter video nya padahal jaringan internet aman aman aja nonton netflix lancarr aja gada pernah buffering jelek sekali,menyesal subscribe.",1,indonesian
"I was downloading a movie until it was 84% completed, then the next time I opened the app it went back to 40%. Then I closed the app and opened it again to try and see if it can recover the previous progress, it went back to 0%. Thanks Disney for draining my roaming internet quota!",1,english
"I used to have it as the easiest way to cast to my samsung smart tv but now, it said both my STB and samsung tv is not supported. Whatttt????",1,english
"Please add age settings so when we watch movie/show that have a mature content warning, we don’t have to confirm our age everytime. Please, it’s annoying especially when you are watching a show, going back and forth just doing this every episode. Let us relax and enjoy without doing this ever. Thank you",3,english
Ini ganggu banget loh gini terus. Payah!!!!!,1,indonesian
"Overall very good, but i have concern for 3 point :

1. I playing in ipad and then i share to my tv cant to play, if i used netflix no problem.

2. If i watching movie or series , for player sound too low, overpower the background sound.

3. If i watching indinesia movie or series, why no subtittle bahasa? Its very useful.",2,english
"sy coba login disney di pc tapi gak bisa bisa dari kemarin, kirim kode otp nya gak bisa bisa, telpon juga gak bisa, tolong perbaiki segera",1,indonesian
"masa dapet otp dari nomor random di w, serem banget. terus udah login gamasuk lagi. what a shame disney!",1,indonesian
Ngestuck di halaman awal. Buruk. Tidak bisa pakai,1,indonesian
"Koneksi internet dirumah saya lancar, test speed up to 30 Mbps, tapi saat live stream buffering mulu. Padahal saya pakai Netflix gapernah buffering sama sekali.. Servernya ko jelek ya??",1,indonesian
"Where is Spiderman far from home? Tolong lah jangan nanggung-nanggung, masa iya ada Homecoming tapi far from home sama no way home gaada?. Hadeh kelakuan.",3,mixed
"Literary Would save money, btw your lucky your getting 4 stars. Well hope you Reply!",4,english
"Filmnya bagus2. Namun sygnya, ketika saya pindah app sbntr lalu kembali lg ke disney hotstar, audionya langsung double. Maksud double itu adalah suara scene yg sudah lewat, keluar bersamaan dengan scene yang sedang berjalan. Dengan demikian, saya harus refresh app terus menerus agar audio tidak double. Tolong dibetulkan ya disney hotstar. Thanks",4,indonesian
Apakah udah ada flim avatar the way of water?,5,mixed
Tolong di buat juga agar bisa di donload buat LG smart tv,4,indonesian
Aplikasi cacat,1,unclear
I don’t get it but i often face DRM error issue. And can’t play it on my tv as well when the error  is there. Also downloading the movie is not a solution as well.,1,english
