date,title,text,rating
2023-10-29,shame on you,"Uninstalled. Never support a brand that support a genocide moves, right people on right side, stand for palestine.",1
2023-01-16,OTP CODE,"i can not log in to my account, i get OTP code from somebody’s phone number through whatsapp, becareful guys dont use that fake OTP.",1
2025-04-05,double payment,i have subscription on feb 6 2025 and how can disney make the double subsricption on 26 march 25 at single account??,2
2025-04-04,G,Dah exp date. Mau langganan lagi ga bisa pakai GoPay dah terdaftar katanya. Bgemana sih. Mana pembayaran cuma bisa pakai GoPay. Ga punya debit. Minimal bisa pakai shope pay atau app merchan lain kek. Akhirnya aku delete ajah aplikasinya. Ga ngebantu bgt. Payah. Capek2 loging berkali2 ga bisa 2 mau langganan lagi,1
2025-03-31,Sudah di beli paket tapi ga bisa di gunain,"udah 2x beli paketnya dengan 2 akun sama sama ga bisa di gunain, disuruh upgrade terus di pake ga bisa, apl anyng",1
2025-03-30,Aplikasi termatre,Udah bayar lagi trus suruh bayar2 lagi. Capek dehhh,1
2025-03-30,.,"gila ya? dikira langganannya murah? kalo ga bisa ke play lah, buffering connection lah, dll, yg bener aja? cuma mau nonton tenang aja sampe gabisa, yg bener dong, kalo mau patok harga mahal ya jangan dibikin buffering terus njir",1
2025-03-27,I feel scammed,Cannot change the payment method. You know what’s worse? They don’t even give you cancellation button.,1
2025-02-13,Disney,Bagus bisa di mana aja film nya juga bagus bagus suka bgttt❤️❤️❤️😍😍😍,5
2025-03-27,Tak bisa login,Tak bisa login/create akun,1
2025-03-27,Movies,"Please update your movie, your movie quality is not high as Netflix",3
2025-03-25,Worst quality streaming app,Even at 1080p it looks like it's compressed so horrible it looks like 240p on my ipad,1
2025-03-14,Pelayanan jelek sekali,Masa di konfirmasi bayar 1 bulan langsung potong saldo untuk satu tahun! Apk gajelas,1
2025-03-13,A,Mau subscribe aja ribet,1
2025-03-12,Error bae klo di hp,"selalu dengan error to manyy user on your account, padahal mah yang kepake yg dihp🙂‍↕️ dan juga ui buat skip kadang ga jelas juga, gasmooth. terrible",2
2025-03-10,Tidak bisa nonton,"Sudah subscribe lewat telkomsel, tapi gak bisa muter film sama skali. Cuma suruh manage access terus2an, gak bisa diapa apain.",1
2025-03-07,Why so strict,Currently living in china now i can’t even access the damn app why you won’t make me access my own country’s disney+ disney?,1
2025-03-06,Aplikasi ribet!!!,"Login hanya di 1 perangkat smart tv, bbrp film gak bisa di play, selalu stuck gak mau main.",1
2025-03-04,First login,Why i can sign up? I am new here,1
2025-03-02,ga bisa bayar pakai gopay,"paid with gopay years ago, stopped the subscription and now i want to subscribe again. It kepts leading me to the gopay link and it says to input my phone number, but when i did, it saya my phone number is already linked. 
 
I cant even unlinked my
phone number?!?!?! seriously fix your app if you want people
to use it",1
2025-03-02,Can’t connect to smart tv,"This your problem can’t connect to tv, still use ios phone to watching and connect only screen, stupid",1
2025-02-25,Tidak dapat login,"Tidak dapat login, tombol validasi no hp tdk dpt d klik",1
2025-02-22,Pls fix this problem,"Movie choices are good but very bad quality, always loading every 10 seconds",1
2025-02-16,-1,"after i watch on tv, i can’t continue watching other on my phone. said “too many people using your account right now” and i already unlog all from other devices even from my tv. and only on my phone rn. wthell???",2
2025-02-14,My account can not log in,"I was traveling overseas, now when i comeback to my country the Disney channel said my account not have",1
2025-02-14,Payment,Kenapa saat ingin melakukan pembayaran susah banget sih . Udah pakai gopay tapi tetep aja gak bisa,1
2025-02-14,How about asian characters focused in Disney series and movies? Not so woke huh,"They claimed to be a woke streaming platform but all i can see in their newest series either focused on brown and black people or queer characters but no Asians characters? Whats up with that Disney? SO ARE YOU WOKE BUT ONLY FOR CERTAIN KIND OF RACES AND LGTBQ PEOPLE? Asians just keep sidelined in your channel! Youve only made MULAN and thats it. No new series based on Asian characters too? Your main cast in new series are either black, brown or queer. But yet no Asians?? As a main character in ANY OF YOUR  NEWEST SERIES AND MOVIES. Us asians should really stop using platforms that keep sidelining our ppl. They dont want to use us but they bankrolled so much from Asian countries. The Hypocrisy and the double standard showed by this kind of company is shocking!! And yeah im side eyeing you too the game company who made the series of emily delicious and wedding games.",1
2025-02-14,Ga bisa login,Sudah bayar dan langganan tapi dibilang akun tidak ditemukan. Wth!?,1
2025-02-10,mantap,👍🏻👍🏻,5
2025-02-13,Aneh,Baru saja bayar disney setelah 3 hari pake dan log out dan login lagi malah di suruh bayar lagi aneh,2
2025-02-08,best,good,5
2025-01-25,👸🏻🎀🩰🤍,i love anything aboout disney and princesss!!!! i looveeee this app so so SOOOOOooooO much! even though im 18 yo rn… i still want to meet my prince charming jusst likeee all of disneeys pyincess :3:3,5
2025-02-08,login account,"login di 3 device tapi nontonnya cuma pake 1 device, tbtb error anj gabisa ketonton ktnya error blablabla, gw bayar anj bukan ngehack, gmn sih disney tolol apaya, 65rb gw jd sia sia tai, yg bener lah anj ngasih kebijakannya tai, ini login doang gbs nonton buat apa babi, modern family gw udh 3 season tp malah gbs nonton emg anjinkkkk",1
2025-02-07,Kurang puas,Jelek,1
2025-02-06,Can’t play a movie,"I’ve already logged out my account from other devices, but still can’t play a movie or a series. It says “Too many people are using your account right now”. What a pathetic capitalism app is this?",1
2025-02-01,Kualitas,Tidak bisa menonton konten dengan alasan jaringan padahal jaringan kuat selalu di suruh coba lagi,2
2025-02-01,Scam.,"I have already paid for the subscription and registered an account, but I was not immediately logged into the app. Instead, it took me back to the initial registration process. When I entered my phone number, instead of receiving an OTP, I got an unclear incoming call. This is truly a scam.",1
2025-01-20,subscription issues,"how do i subs with gopay, it's so difficult and annoying, it's says that i've already link the number so i cannot use my number but it's still the same number that i use for gopay and disney🤦🏾‍♂️",2
2025-01-20,Kode OTP LAMA,bikin ga mood aja mau nonton masukin nomer kode otp ga muncul2 berkali2 request huf sebel,1
2025-01-19,Jelek!,"Jelek banget, masa pake wifi gak bisa. Keterangannya harus matiin vpn. Lagian siapa yang pake vpn. Netflix aja bisa ko. Aplikasi ribet",2
2025-01-16,Proceed with caution with this app,"Subscribed to premium annual..at first it run smoothly, but then after a few months i couldn’t login with new devices anymore (hasn’t exceeded 10 devices limit yet)..customer support doesn’t help, making it even worse instead (the app doesn’t even recognize my number anymore after i reported my problem)..",2
2025-01-16,FIX IT!,"I have 2 phones, 1 phone’s disney+ app cannot be used anymore once I travel. As for the other phone, I used e-sim & it somehow detected I’m abroad and cannot be used anymore, too. Then, I cannot log back in as it said my phone number is not subscribed, but when I check my subscription in my apple account, all subscriptions are still valid!

I paid for the whole year & I managed to only use for a month as I travel quite a bit. Now I only use netflix & diney+ is just wasting..",1
2025-01-13,Metode pembayaran,"Metode pembayaran sangat ribet, mempersulit",2
2025-01-15,OTP gak ada,"kode OTPnya mane woyyy, mau duit kagak",1
2025-01-05,Eror 42800 and exp download,I feel very disappointed because every time I download it offline and two days later the download that I crossed got ios error code 42800 and the movie expired.,2
2025-01-04,oon,oon,1
2023-12-19,OTP,Why i cant get my otp code?,2
2023-12-30,Jus copy paste,Copy paste,1
2023-12-29,Error http_473,Error http_473 padahal gak connect vpn sama sekali,1
2023-12-22,Aplikasi kaga jelas,Main potong saldo tanpa pemberitahuan!,1
2023-12-09,Error to open,"I just renew my subscription. But why i can’t access in. It tells me connection error, but nothing’s wrong with my connection. Why?",3
2023-12-18,pret gk sih,what kemahalan sekli berlanganan 799 mendin beli seblak,1
2023-12-10,Subtitle,Make subtitle more large maybe. Or maybe like prime video settings.,2
2023-12-03,tampilan UI sangat buruk,I keep miss touch the feature. like brightness or volume feature. stupid. and the screen keep being lock again and again,2
2023-12-09,Genocide supporter,Stop funding israel. You literally exist to give hopes to children of the world and yet you sent billions to kill the children of Palestine. Such a hypocrite.,1
2023-12-08,Phone Number,Kita hanya bisa akses lewat nomor hp tidak ada alternatif lain seperti email atau apa pun itu,1
2023-12-07,You support genocide,This is the last pay on my credit and have been uninstal forever,1
2023-12-07,Can not Connect tv,Can not Connect tv,1
2023-12-07,Disney Support Genocide,"Shame on You, uninstall!!",1
2023-12-06,Bad app,Bad company,1
2023-12-05,Bye,"U pro Israel, i uninstall and rate 1",1
2023-12-04,Support genocide,Shame on you! We will remember! Never forgive!,1
2023-12-04,Download offline,"Duh Disney+ sering banget ga bisa download film pake cellular data untuk ditonton offline. Mana film yang nambah film jadul semua, mau download juga ga bisa. Jelek banget appsnya.",1
2023-12-03,shame on you disney,making children movies to murder children,1
2023-12-03,Shame on you,Your hand is full with blood of gaza people. I wish all those happen to you and your family bob iger. Because you deserve much worst life than Gazapeople have.,1
2023-12-02,Genocide supporter,Making movies for kids but supporting terrorists who kill children in daily basis. Never watch again. Never subscribe again. May you rot and bankrupt.,1
2023-12-02,👎🏼,Zionist👎🏼,1
2023-12-01,Children murder,Never support a thing that support a children murder!,1
2023-12-01,Boikot,"Bikin film utk anak anak, tp malah membunuh anak anak di palestine",1
2023-11-30,BOIKOT DISNEY,"100 tahun membuat karya untuk menghibur anak2, sekarang malah mendukung pembantaian anak2 palestina oleh IDF 😡",1
2023-11-20,ulasan,"tidak bagus, tidak banyak genre film yg bagus",5
2023-11-29,Scam,"[just stay with netflix or other competitors, at least they are being honest]

Basically this company will raise your subscription fee from 199k to 799k/annual and user may cancel the subs if we can send notification 1 day prior due date, which is totally fine. 

Problem is they send this info to user not 1-2 days prior due date but ON THE SAME DAY ?! how we supposed to know, have time to consider & cancel the subs if we want to ? 

Is this your hacky way to scam your customer for higher revenue ? lol its not very ethical, its very shameful. Will definitely stop the subs & not recommend this to anyone.",1
2023-11-29,App error,Something went wrong that told,1
2023-11-28,Can’t find cancel button to stop subscription,Why did you make it so complicated when j want to stop my subscription. The price change drastically from 200k IDR to 800k IDR,1
2023-11-27,yeah bro,this app is made for kids but why you funding israel to KILL KIDS?!?!?!?!?!? i hope u rotten in jahannam,1
2023-11-27,bye,gajelas biasanya 39rb ini jadi 119rb perbulan??? lu gajelas,1
2023-11-27,Pertimbangan,Ga suka aja,1
2023-11-27,Bad collection,The movie collection is not so good and the number is little.,1
2023-11-26,Mengecewakan,It isn’t stay for humanity,1
2023-11-26,totally shif,uninstall!!!!,1
2023-11-26,Shame on you !!!,Uninstall !! Go to hell !,1
2023-11-26,Disappointed,I don't want to use products that support genocide,1
2023-11-25,Shame on you,I do not recommend you to use this application for many reasons,1
2023-11-23,Killer,Shame on you,1
2023-11-22,gak bisa,udah instal kok gak bisa dibuka ya,1
2023-11-21,Download,"Failed to download, so may times.",1
2023-11-21,Bad Attitude,"Shame on you, application for children that support genocide",1
2023-11-21,Fraud Apps,"Uninstall, aku lebih milih nonton loki di website ilegal! Saya bersama palestine!!!",1
2023-11-20,IstandWithPalestine,👎🏻👎🏻👎🏻👎🏻👎🏻 disappointed,1
2023-11-19,Shame on you,Bad app,1
2023-11-17,Abou Searching,"I try to find a movie that I checked that I could watch on this app, but always says it’s not here, I don’t know how I can fix it??",3
2023-11-18,Deleting this app!,"Creating dreams for children, but instead financing and funding the murder of thousands of children. You are not human. You just need our money to kill them! Inhumanity!",1
2023-11-18,Boikot,Jangan download,1
2023-11-18,Goodbye to disney forever and ever,Never use this app again….i stand for palestine,1
2023-11-18,Mahal,Skr jd malas langganan krn mahal,1
2023-11-17,please stop support isr43L,do it,1
2023-11-17,Kecewa,Ternyata support isriwil,1
2023-11-16,👎🏻,Genocides support👎🏻 Shame on you! You are murderer!,1
2023-11-15,Really bad,"I pay already but i cant waching, need subscribe i try to subscribe but cant, the notification is i did’t member but i already pay . How can liket this ?",1
2023-11-15,Save palestina,Un install dri hp saya,1
2023-11-15,GO TO HELL,You murd*rer child. Didn't you suppose to make every children happy? Didn't you suppose to make a good memories with every children in the world?!,1
2023-11-15,LGBTQ+ ISSUE ON DISNEY+,Realy dissapointed the studio i used to growth with now start becomes an LGBTQ+ propaganda for the kids…,1
2023-11-15,So my subscription is used to k*ll children?,No thanks.,1
2023-11-15,Mending netflix,"Kualitas jelek, mending netflix. Mana lu nyumbang buat zionis bunuh warga2 palestina lagi. Rasain Awal2 kehancuran lu",1
2023-11-14,Boycott Disney,"👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻 genocides support, Disnep you’re children’s murderer !!!",1
2023-11-14,Zionissss,Donatur pembunuhan,1
2023-11-14,Aplikasi yang Mendukung pembunuhan anak-anak sangat tidak rekomended,Aplikasi yang Mendukung pembunuhan anak-anak sangat tidak rekomended,1
2023-11-14,Delete it,"Shame on you disney, pendukung israhell",1
2023-11-14,Bye,Good Bye,1
2023-11-14,I STAND WITH PALESTINE,think about children in Palestine,1
2023-11-14,Stop Killing palestine childrens,Bnyak mempoduksi film animasi tapi donasi dan mendukung pembunuhan anak-anak!,1
2023-11-13,Kurang,"Kurang menarik, semoga ada paketan yg lebih seru",1
2023-11-13,Gak bisa nobar,"Banyak review bisa nobar group, nyatanya gak ada",1
2023-11-13,Disney is killer,"Disney donation to israel, the country do kill to children in palestine",1
2023-11-13,Gak praktis jelek,Jelek channel gak komplit gambar rusak. mending nonton tv tabung,1
2023-11-13,Shame,Shame on you disney..!,1
2023-11-13,Tai,Apk tai,1
2023-11-13,save palestine,"maaf saya logout, #savepalestine",1
2023-11-13,Stop,"Kebanyakan stop sendiri, yoweslah msh byk lainnya",1
2023-11-12,inhumane,"100 years of creating works to entertain children, but now I'm giving aid to countries that kill children",1
2023-11-12,Tai,"100 tahun bikin film buat menghibur anak anak, malah ngirim donasi buat orang yang bantai anak anak",1
2023-11-12,Disney support kill kids in Palastine,Shame on you!,1
2023-11-12,🫠,"Langanan telkomsel halo uda lama karena kerjasama sama disney dan gratis langganan akhirnya aku download , tapi ternyata disney sekarang dukung israel dan jadi aku deleted 😮‍💨",1
2023-11-12,Boycot,Boycottttt,1
2023-11-12,You have no humanity,Because disney donates $2 million to Israel,1
2023-11-12,Memilih membantu israel,Hiburan anak tetapi mendukung negara yang (tau lah gimana),1
2023-11-12,N,"Since i know u support z10nis killing children in P4lest1ne, suddenly uninstall! Langsung stop berlangganan!",1
2023-11-12,Suck apps,Suck apps,1
2023-11-12,Disney,"sorry i give 1 star, because disney donated israel for war and kill palestine children",1
2023-11-12,Children killers!!!,Shame on you. How can a platform that always entertains children become their killing machine!!,1
2023-11-12,Can't access,"My subscription will end in May 2024, but everytime I click the app it says invalid user session!",1
2023-11-12,Shame on You!!,U support zionis and genocide,1
2023-11-12,Big NO,Big NO application,1
2023-11-12,Fck U,I’M WITH PALESTINE. Allahu Akbar.,1
2023-11-12,Bajingan disneynuh2in anak2 di palestina,"Naikin harga gak masuk akal, uangnya di buat danain israel sampe 31 Milyar buat bunuh2in anak2 di palestina.
Gausah penah lagi download atau berlangganan disney lagi.",1
2023-11-12,Go to hell with israhell,"Donated for killing childrens in Gaza, w*f",1
2023-11-12,I stand with p4lestine 🍉,Sorry I uninstall Disney+ Hotstar because you support Isr4el,1
2023-11-12,Boikot,Tak berperikemanusiaan dan keadilan.,1
2023-11-12,Izzraaeeelll,Puuucckkk yuuuu,1
2023-11-12,🍉,Silakan masuk netijen budiman,1
2023-11-12,Donasi ke Israel?,"Kokk ga sensitif ya, menyumbang kok ke pihak yang menyerang secara membabi buta",1
2023-11-11,Ga bisa connect,Ga bisa connect,1
2023-11-11,"Disney support genocide, cleansing ethnic","Log out from disney coz it support israhell which the real terrorist. How come you production movies to pleasing child while you support killing child. It is so hypocrite, disney you shud be shame",1
2023-11-11,sorry not sorry,sorry not sorry but i wont support platform that support ge n o cyde,1
2023-11-11,Kapitalis,Naikin harga tanpa pemberitahuan,1
2023-11-11,🇸🇩🇸🇩🇸🇩🇸🇩,sorry have to delete this after knowing that disney just supported to give funds for israel,1
2023-11-11,APLIKASI PENYUMBANG DUIT KE PENJAJAH,Aplikasi pengumbang duit ke PENJAJAH LAKNAT!,1
2023-11-11,Halahh pendukung genosida tai israel,Bgst,1
2023-11-11,Uninstall,"Karena disney dukung israel, bye disney!!!",1
2023-11-11,I stand with palestine,Bye byeee 😛,1
2023-11-05,playback speed,please provide playback speeddddd,3
2023-11-11,I hate,"I hate disney plus cuz you relate with the Z10N15.
Thanks",1
2023-11-11,protes!!,"syg paling rendah nilai bintang 1 klo ad bwh 1 sya ksih dbwah ny

ini bentuk protes saya thdp disney dgn alasan anak perusahaan walt disney company yg terafiliasi dgn donasi kejahatan kemanusiaan israel di palestina!!",1
2023-11-11,Uninstalled and unsubscribe,This app supporting Israel,1
2023-11-10,terlalu memaksa konten lgbt ada pada kartun anak,"terlalu memaksa konten lgbt ada pada kartun anak, keberpihakan kepada penjajah",1
2023-11-10,Zionis laknat,Zionis laknat,1
2023-11-10,No Respect,Disney Pro Zionist..!!! No more for disney!,1
2023-11-06,Bad quality,Already buy subscription and cant use it,1
2023-11-01,why,why has the subscription price increased to become so expensive?,3
2023-11-05,Jelek,Ga dulu deh. Thx,1
2023-11-05,Supporting gncide,When u supposed to be entertaining children all around the world but supporting gnc!de that half of the victims is children and babies,1
2023-11-03,hdh,gajelas gabisa ganti email,1
2023-11-03,dah langganan tp tiba2 g bisa buka,"ini kenapa sih
udah bayar sampe 2x tp tetep g bisa buka
alasannya masih ada vpn yg kebuka
padahal di tv ma hp sama g ada vpn nya
duit aja yg di ambil 
tp pelayanan sulit",1
2023-11-02,Worst,Shame on uuuuuu😡,1
2023-11-02,Bad feature,"the display of films according to genre is not satisfactory, there should be a choice of films from which country you want to watch.",1
2023-11-01,Worst,Subscribed disney for a year and started regretting the decision the ux is confusing i cant make the subtitle as large as the one netflix has it even has 3 options NOT THOUGHTFUL ENOUGH FOR US WITH MYOPIA anyway the fast forward button is not even the worst thing Im giving 1 star for ahn hyo seop from dr romantic 3 he’s the only good thing yall have,1
2023-11-01,Aplikasi jelek,Aplikasi nggak jelas,1
2023-10-31,Baiay tidak sebanding,Mending pakai Netflix,1
2023-10-31,Disgusting application,Shame on you,1
2023-10-31,Efek jera,Maaf saya harus pergi mulai hari ini dari kalian.,1
2023-10-03,Disney,"Untuk pencinta film” animasi disini cukup lengkap ya, sangat membantu dan bagus sekali",5
2023-10-30,Restriction of VPN is ridiculous!,The restriction on using a VPN is ridiculous. I need to feel safe when I am on public WiFi. And you deserve to be boycotted and deleted. Enough with your bloody money and bloody propaganda. Child killer!,1
2023-10-28,CeaseFire,You have blood in your hands for subscribing to disney,1
2023-10-28,Kurang,"Kualitas buruk, harga mahal, film baru lama update nya, suka ngelek, koneksi harus bagus",1
2023-10-27,UDAH BAYAR TAPI GAK BISA LOGIN,"Baru 1 minggu login lewat hp, tiba2 ke logout sendiri. Mau login lagi gak bisa. Udah dicoba berkali kali. Dari awal langganan juga gak bisa login tv. Maunya apaa ini",1
2023-10-25,Go to hell!,You are zionist! Killers! Go to hell!,1
2023-10-23,Expensive,"From 200k permonth to 799k permonth, so i choose netflix",1
2023-10-19,how to unsub,why are you making it difficult to unsubs??? I already unlink my payment but you still charge?? just make it easy for us to cancel sub. GOD DAMN !,1
2023-10-18,Untuk menghadirkan lebih banyak Film horor Indonesia terbaru,Mohon lebih banyak film horor karena seru tegang & mencintai produksi Indonesia Terimakasih,3
2023-10-17,Kecewa,Saya males perpanjang lgi krna harganya naik terus dri 30rb an skrg naik 65rb,2
2023-10-16,Invalid user/session please log out but no log out button,When i open the apps it says invalid user/session please log out but there is no log out button. Reinstall the app and same problem persist without allowing me to even login first. What a waste of subscription.,1
2023-10-16,Bego,Apk kurang jelas,1
2023-10-15,Can’t play in smart tv,"I was subscribed until January 2024
But i can’t play in my smart tv
Alredy install and uninstall, clear cache etc but it’s nor work. Please advice",3
2023-10-15,"Opsi tontonan banyak, sayang UX-nya",Ga nyaman banget,3
2023-10-11,aplikasi rusak,"Sudah download berkali” udh berlangganan tapi giliran udh lama gadibuka pas masuk tidak bisa , keterangan sesi tidak validd cok cok",1
2023-10-09,OVERPRICE,"Sebelumnya 200rban per tahun, lah tiba"" 799rban, tiba"" naik berkali"" lipat , film itu itu aja pula",1
2023-10-08,Mahal,Dari harga 39k ke 119k,1
2023-10-08,Way too expensive,The subscription price increase like 4x and it asked me to renew when my subs has not yet ended. Good job disney and goodbye :),1
2023-10-07,Kenaikan biaya berlangganan,"Aku uninstal karena biaya berlangganan dinaikan😩, udh kurang suka juga series” dan film” dari disney yang sekarang banyak banget konten” LGBT. Jijik aku liatnya 🤢",1
2023-10-03,Why I can’t cancel my subscription?,I’m trying to cancel my subscription but it doesn’t allow me do so,1
2023-09-22,Netflik,Filmnya lengkap,5
2023-09-29,susah banget loginnyaa,"loginnya susah bgt sms otp nya jaraang adaa, kalo buat nonton di laptop yang buka dr web sering bgt ga masuk sms, nyoba 100x jg gabisa😮‍💨😮‍💨",3
2023-09-29,pls Indonesian movie back,dlu bagus padahal tpi sekrg kok mlh jlek gni? film indo bnyk yg ilang ky aadc dn operation wedding agak kecewa si pdhl subscribe disney+ buat rewatch itu tp uda ilang smua film nya,1
2023-09-28,Protes,"Kok ampas gabisa nobar, update dulu noh, biar bisa buat nobar dan g ampas lagi😡😡😡",1
2023-09-25,Gak asik,Biasa langganan tahunan sekarang skip deh,2
2023-09-08,What happened to the PIP?,"Kemarin sudah sempat bisa PIP, mengapa sekarang jadi tidak bisa lagi??",4
2023-09-22,Paket hangus,Sudah beli 39.000 tapi ttp gak bisa 🤭🤭🤭,1
2023-09-20,Tidak terconnect bayar di app sudah bayar tp di disney nya ga bisa belangganan,Kenapa gabisa connect ya? Saya udah berlangganan tapi kenapa masih gabisa?!!!,1
2023-09-19,Konten lgbt,Makin banyak konten lgbt.jijik.anak saya tidak boleh lagi nonton film2 disney terbaru,1
2023-09-16,Tolong diupdate aplikasi di Apple TV,"Tolonglah diperbaiki aplikasi disney hotstar di apple tv. Suka ke log out terus setelah beberapa lama nggak dibuka. Permasalahan ini udah dari dulu tapi gak diperbaiki juga. 
Payah lah. Ini mana mau naikin harga, jadi males lanjutinnya",1
2023-09-15,"Mau log in luang di iPad Malah disuruh bayar,wedus",Mau log in aja susah banget,1
2023-09-15,Cannot open,"I just downloaded the app but i can't use it!

It says, invalid user session. I haven't even logged in using any accounts yet!",1
2023-08-24,tampilan subtitle nya kurang,"movie sama seriesnya oke sih, cuma tampilan subtitlenya kurang bgt. masa warna belakang subnya hitam, kyk lg nntn film bajakan. harusnya bisa disesuaikan sih sesuai keinginan, film bajakan di web2 gitu aja bisa deh sepertinya diatur warna belakang subtitlenya.",3
2023-09-06,Where’s the PiP,"The PiP feature is missing, lots of bug, my cellular reception and wifi are totally fine but it’s always taking a long time to load the movies and that makes my devices heated up like crazy. Please fix this",2
2023-09-06,not worth the price anymore,Konten jadul tapi harga overpriced = auto unsubscribe & delete setelah tagihan dg hrg lama selesai,1
2023-09-04,Mahal,"Menuju uninstal setelah paket berakhir,, harga nya naik luar biasa,, stay di netflix aja deh",1
2023-09-02,PiP feature is sometimes missing,Why the PiP feature often disappear every time I haven’t updated the apps? Sometimes the feature also disappears even though there is no update,2
2023-09-02,Bad,"Gak bisa login, pas mau login masukin nomor ponsel tulisannya selalu ""masukan nomor ponsel yang valid"" padahal udah bener coba uninstal berulang ulang ttp kaya gitu",1
2023-08-21,Leave our kids alone,"Please Indonesian Hotstar/Disney+ team, review each content to avoid LGBT+

Our kids should not watch their contents, put their campaign somewhere else, not on our neighborhood!",1
2023-08-21,Tidak menerima kode otp,Tidak menerima kode otp,1
2023-08-20,Kode,Kode otp gk msuk,5
2023-08-21,Kenapa kode otp tidak pernah masuk?,Kode otp ga pernah muncul,1
2023-08-20,APK PENIPU,"Udah langganan 1 tahun malah kabur engga bisa akses akun nya engga merima kode otp dasarrr APK PENIPUUUU !!! 
Engga usah di download",1
2023-08-20,OTP problem,"Already paid for 1 year subscription, suddenly need to relogin after update it and cannot login due to OTP not received.

Do not subscribe, this app is scam. Netflix is much better than this.",1
2023-08-18,Subscription,"Kesini karena series Marvel.
Free subscription lagi dong sama tsel.",5
2023-08-20,Otp,Kode otp ga masuk masuk,1
2023-08-20,Streaming problem,"In the apple TV app, i often encountered the problem where the movie is playing but it only showed black screen with audio on. Please fix this.
I think both the TV and the handheld (iPad/iPhone) app are missing shareplay feature.",2
2023-08-19,OTP,Gabisa nerima otp padhala jaringan stabil,1
2023-08-17,tidak bisa login,"tolong ini kenapa aku bru aja download apk tpi gk bsa login, masa salah trs no hp sih",5
2023-08-17,Bad app,"I subscribe for 1 years and I only use for half months and it’s not work anymore, it’s just login out and can’t login again ,so disappointed",1
2023-08-03,Add Arabic sub,Please add Arabic language,2
2023-08-14,Lemot,"Nonton di tv udah kayak nonton pake dvd bajakan, putus-putus dan gak ada suaranya. Payah sekali. Udah langganan setahun padahal👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻",1
2023-08-13,Aplikasi BODOH,"Mau log in aja gk bisa, gmn mau log out nya tolol aplikasi, BODOH",1
2023-08-10,Unusable,I just go abroad for vacation but I can’t open my subscription because here is not available. So I have to make new subscription from other regions. We’re not allowed to use VPN also.,1
2023-08-09,Kode OTP ga masuk mulu,"Coba deh diganti login pake email, pake nomor hp susah banget kode OTP gak jelas udah berkali2 gak masuk padahal sinyal bagus, pulsa banyak, wifi kenceng…sampe udah restart HP berkali2 tetep aja kode OTP gak masuk 😓",1
2023-08-08,Bad,"Can’t login on the phone, and it’s veeeerrrryyyy slooooww. not properly maintained 👎🏻",1
2023-08-08,Di tab udah ga bisa 🥹🥹😭😭😭,Min minta tolong benerin atau balikin ke versi lama 😭😭😭 w terlanjur cinta sm ni apk 😭😭😭,1
2023-08-06,bad services!,"it was very difficult for me to unsubscribe from disney hotstar. i’ve been mailing the admin several times, but they won’t just simplify and assist me to unsubscribe from google play! thumbs down!",1
2023-08-02,"Very hard to login, because an otp","Many people can't login easily to disney because request otp, please make another option to login, barcode, email and password, or something.

And if you wanna change number you should email? With no example how to sent email about change number? Come on, make it easy bro.

And if this app still wanna just using otp to login or sign up, make it easy to get the otp!!",1
2023-07-29,Busuk kirim kode otp aja lama,Busuk,1
2023-07-05,Bagus,Theservice is good friendly and kind,5
2023-07-29,Kecewa,"Susah dapet kode otp tidak bisa masuk, pdahal sudah berlangganan",1
2023-07-26,Kode otp tidak diterima,Mau login susah bgt. Kode otp ngga kekirim kirim. Niatnya beli paket hotstar buat hiburan malah bikin emosi.,1
2023-07-25,Disney,"Saya sudah beli paket melalui my telkomsel dan pembayaran berhasil, tetapi ketika masuk di aplikasi disney status masih pengguna gratis gmna ini?",2
2023-07-24,Ngelag ngebug,"Setelah di perbaruin malah banyakkk bugggg, lemottt bgttt berattt, sering ngelag, mending gausah ada pembaruan deh klo tambah ngelag begini 😔",3
2023-07-19,Ga jelas bgt ni aplikasi,"Baru juga download udah error aja, padahal mau nonton 911",1
2023-07-13,masalah download,"sangat susah buat download film, kadang lama bgt nge download padahal jaringan bagus, kadang juga download udah mau selesai langsung eror",1
2023-07-07,"Cannot make payment, cannot connect to tv",It’s been a month I cannot make payment or connect to tv. Does anybody know how to fix it?,1
2023-07-07,Cant subscribe,Why i cant subscribe? Its written the product is unavailable,3
2023-06-26,Love the new UI,Ah finally the UI feels smooth and lite love it,5
2023-06-29,the resolution is to bad for 720,720 feel 480 fr and maybe y’all can add 1080 at laptop,2
2023-06-24,Bagus,Sangat membantu sekali,5
2023-06-25,Poor UI UX,Why it is hard to find movies based on their genre. Better to fix the UI UX of this apps,1
2023-06-17,Can't download,Can't download the new version even though I've subscribed?,4
2023-06-17,Bad connections and always buffering,"Since i updated to newest version, it always buffer when i watch movie, my provider conections are good but this app always buffer. why?",1
2023-06-13,Status berlangganan tidak berubah,Paket berlangganan telah di bayar melalui appstore tapi status berlangganan nya tidak berubah masih terdaftar pengguna gratis. Tolong bantuannya,4
